listing_id,neighborhood,property_type,bedrooms,bathrooms,size_sqft,annual_rent,monthly_rent,price_per_sqft,furnished,amenities,has_metro,beach_accessible,floor_number,building_age_years,posted_date,agent_name,agent_company,tier
PF000109,Deira,2BR,2,2,1140,77700,6500,68.16,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Parking;Security;Shared Spa,Yes,No,19,9,2025-09-20,Evelyn Galvan,Dubizzle,Budget
PF000110,Al Barsha,3BR,3,2,1450,158000,13200,108.97,Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Maid's Room;Parking;Security;Study Room,Yes,No,21,19,2025-10-06,Sharon Cochran,Property Finder,Mid-Market
PF000111,Al Nahda,Studio,0,1,280,33300,2800,118.93,Furnished,Balcony;Central AC;Maid's Room;Parking;Security,Yes,No,18,10,2025-10-04,Richard Rodriguez,Property Finder,Budget
PF000112,Barsha Heights (Tecom),1BR,1,1,919,81900,6800,89.12,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Gym;Maid's Room;Parking;Security;Shared Spa,Yes,No,26,4,2025-09-21,Shannon Walker,Property Finder,Mid-Market
PF000113,Dubai Sports City,3BR,3,2,1978,137900,11500,69.72,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Gym;Maid's Room;Parking;Security;Study Room,No,No,18,6,2025-11-01,Julia Torres,Driven Properties,Budget
PF000114,Discovery Gardens,2BR,2,2,1429,110000,9200,76.98,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Parking;Security;Shared Spa,Yes,No,22,11,2025-10-09,Crystal Johnson,Espace Real Estate,Budget
PF000115,Discovery Gardens,2BR,2,2,1429,110000,9200,76.98,Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Parking;Pets Allowed;Security,Yes,No,40,14,2025-09-04,Garrett Lin,Driven Properties,Budget
PF000116,Dubai Internet City,1BR,1,1,4955,1036600,86400,209.2,Furnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Maid's Room;Parking;Pets Allowed;Security;Shared Spa;Study Room;View (Sea/Marina/Park),Yes,No,5,18,2025-10-10,Diana May,Dubizzle,Luxury
PF000117,Dubai Media City,1BR,1,1,1142,185600,15500,162.52,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Parking;Pets Allowed;Security;Shared Spa;Study Room;Swimming Pool,Yes,No,3,17,2025-09-10,William Herrera,Dubizzle,Premium
PF000118,Al Nahda,Studio,0,1,424,37600,3100,88.68,Unfurnished,Central AC;Parking;Security;Shared Spa;View (Sea/Marina/Park),Yes,No,21,12,2025-11-28,Ashley Waller,Bayut,Budget
PF000119,Dubai Internet City,3BR,3,2,4975,994600,82900,199.92,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Maid's Room;Parking;Pets Allowed;Security;Study Room;Swimming Pool,Yes,No,27,5,2025-11-20,Victor Baker,Dubizzle,Luxury
PF000120,Jumeirah,3BR,3,2,2440,361800,30200,148.28,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Maid's Room;Parking;Pets Allowed;Security;Shared Spa;Swimming Pool,No,Yes,24,17,2025-10-26,Jeffrey Chandler,Bayut,Luxury
PF000121,Deira,1BR,1,1,709,54600,4600,77.01,Semi-Furnished,Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Parking;Security;Shared Spa,Yes,No,1,7,2025-09-20,Larry Dixon,Espace Real Estate,Budget
PF000122,Jumeirah Lake Towers (JLT),2BR,2,2,1693,147600,12300,87.18,Furnished,Balcony;Built-in Wardrobes;Central AC;Parking;Pets Allowed;Security;View (Sea/Marina/Park),Yes,No,34,13,2025-11-06,Kenneth Scott,Driven Properties,Mid-Market
PF000123,Dubai Media City,1BR,1,1,1100,142800,11900,129.82,Unfurnished,Built-in Wardrobes;Central AC;Maid's Room;Parking;Security;Shared Spa;Study Room,Yes,No,9,19,2025-11-26,April Frost,Haus & Haus,Premium
PF000124,Al Nahda,2BR,2,2,1153,68600,5700,59.5,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Gym;Parking;Security;Shared Spa,Yes,No,41,3,2025-10-01,Michelle Harmon,Dubizzle,Budget
PF000125,Dubai Silicon Oasis,3BR,3,2,2347,191400,16000,81.55,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Maid's Room;Parking;Security;Shared Spa;View (Sea/Marina/Park),No,No,12,11,2025-10-12,Helen Jones,Property Finder,Budget
PF000126,Jumeirah,1BR,1,1,979,112800,9400,115.22,Semi-Furnished,Built-in Wardrobes;Central AC;Children's Play Area;Gym;Parking;Pets Allowed;Security;Shared Spa;Swimming Pool;View (Sea/Marina/Park),No,Yes,44,1,2025-10-15,Erin Edwards,Bayut,Luxury
PF000127,Dubai Sports City,3BR,3,2,1922,126500,10500,65.82,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Maid's Room;Parking;Security;View (Sea/Marina/Park),No,No,25,12,2025-10-20,Michelle Evans,Allsopp & Allsopp,Budget
PF000128,Dubai Media City,1BR,1,1,1113,145300,12100,130.55,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Gym;Maid's Room;Parking;Security;Shared Spa,Yes,No,41,6,2025-10-01,Jason Powell,Haus & Haus,Premium
PF000129,Bur Dubai,Studio,0,1,430,53500,4500,124.42,Furnished,Balcony;Central AC;Gym;Parking;Pets Allowed;Security;Swimming Pool,Yes,No,27,13,2025-09-21,Cameron Fisher,Espace Real Estate,Mid-Market
PF000130,Bur Dubai,2BR,2,2,1381,84600,7000,61.26,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Maid's Room;Parking;Security,Yes,No,10,13,2025-10-09,Megan Orr,Bayut,Mid-Market
PF000131,Business Bay,Studio,0,1,450,60300,5000,134.0,Unfurnished,Central AC;Covered Parking;Maid's Room;Parking;Security;Shared Spa,Yes,No,15,4,2025-10-25,Elizabeth Kelley,Haus & Haus,Premium
PF000132,Motor City,1BR,1,1,980,84900,7100,86.63,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Parking;Security;Swimming Pool,No,No,44,14,2025-09-23,Dustin Jordan,Property Finder,Mid-Market
PF000133,Al Barsha,1BR,1,1,853,63900,5300,74.91,Furnished,Balcony;Built-in Wardrobes;Central AC;Parking;Security;View (Sea/Marina/Park),Yes,No,29,9,2025-10-13,Mary Marshall,Allsopp & Allsopp,Mid-Market
PF000134,Al Barsha,Studio,0,1,416,58200,4800,139.9,Furnished,Balcony;Central AC;Children's Play Area;Covered Parking;Parking;Security,Yes,No,26,13,2025-09-15,Daniel Kennedy,Driven Properties,Mid-Market
PF000135,DIFC,1BR,1,1,1108,117600,9800,106.14,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Parking;Pets Allowed;Security;Shared Spa;Swimming Pool,Yes,No,29,12,2025-11-11,Rebecca Jackson,Dubizzle,Luxury
PF000136,Al Nahda,1BR,1,1,583,41300,3400,70.84,Unfurnished,Built-in Wardrobes;Central AC;Covered Parking;Parking;Security;View (Sea/Marina/Park),Yes,No,44,11,2025-09-05,Jose Schultz,Dubizzle,Budget
PF000137,International City,1BR,1,1,699,40600,3400,58.08,Unfurnished,Built-in Wardrobes;Central AC;Children's Play Area;Parking;Pets Allowed;Security;Shared Spa,No,No,37,6,2025-11-05,Robert Potter,Haus & Haus,Budget
PF000138,Dubai Internet City,3BR,3,2,4981,1044600,87000,209.72,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Gym;Maid's Room;Parking;Security;Shared Spa;Swimming Pool,Yes,No,28,18,2025-11-17,Courtney Gonzalez,Bayut,Luxury
PF000139,Al Nahda,1BR,1,1,865,52100,4300,60.23,Semi-Furnished,Built-in Wardrobes;Central AC;Maid's Room;Parking;Security,Yes,No,27,17,2025-10-09,David Alvarez,Allsopp & Allsopp,Budget
PF000140,Motor City,2BR,2,2,1761,111900,9300,63.54,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Gym;Maid's Room;Parking;Security;Swimming Pool,No,No,43,2,2025-11-07,Angel Perry,Driven Properties,Mid-Market
PF000141,Discovery Gardens,2BR,2,2,1429,110000,9200,76.98,Furnished,Balcony;Built-in Wardrobes;Central AC;Maid's Room;Parking;Security,Yes,No,26,16,2025-11-10,Cheyenne Horton,Espace Real Estate,Budget
PF000142,Dubai Marina,Studio,0,1,683,59900,5000,87.7,Unfurnished,Balcony;Central AC;Covered Parking;Maid's Room;Parking;Pets Allowed;Security;Study Room;Swimming Pool;View (Sea/Marina/Park),Yes,Yes,3,13,2025-09-15,David Douglas Jr.,Allsopp & Allsopp,Luxury
PF000143,International City,2BR,2,2,1017,60200,5000,59.19,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Parking;Security;Shared Spa;Swimming Pool,No,No,27,6,2025-09-03,Patricia Rodriguez,Haus & Haus,Budget
PF000144,Motor City,1BR,1,1,875,73800,6200,84.34,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Gym;Parking;Security;Swimming Pool,No,No,24,14,2025-10-10,Christopher Rubio,Driven Properties,Mid-Market
PF000145,International City,Studio,0,1,419,37500,3100,89.5,Furnished,Central AC;Covered Parking;Parking;Pets Allowed;Security,No,No,29,17,2025-10-03,Amber Wright,Driven Properties,Budget
PF000146,Bur Dubai,Studio,0,1,389,48300,4000,124.16,Semi-Furnished,Central AC;Children's Play Area;Parking;Pets Allowed;Security;Shared Spa;Swimming Pool,Yes,No,37,16,2025-10-04,Joyce Solis,Bayut,Mid-Market
PF000147,Jumeirah Beach Residence (JBR),2BR,2,2,1610,135700,11300,84.29,Furnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Gym;Parking;Pets Allowed;Security;Shared Spa;Study Room,No,Yes,19,18,2025-09-17,Victoria Larson,Allsopp & Allsopp,Luxury
PF000148,Al Nahda,Studio,0,1,285,34300,2900,120.35,Unfurnished,Balcony;Central AC;Maid's Room;Parking;Pets Allowed;Security,Yes,No,38,10,2025-11-13,Stephanie Salazar,Driven Properties,Budget
PF000149,Dubai Silicon Oasis,1BR,1,1,839,62300,5200,74.26,Furnished,Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Parking;Security;Swimming Pool,No,No,36,10,2025-10-06,Kathy Rivas,Dubizzle,Budget
PF000150,Bur Dubai,2BR,2,2,1304,89700,7500,68.79,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Parking;Security;Shared Spa;Study Room,Yes,No,24,10,2025-11-12,Stephanie Manning,Property Finder,Mid-Market
PF000151,Al Nahda,1BR,1,1,795,47500,4000,59.75,Furnished,Built-in Wardrobes;Central AC;Maid's Room;Parking;Security;Shared Spa,Yes,No,25,0,2025-11-22,David Wright,Espace Real Estate,Budget
PF000152,Discovery Gardens,1BR,1,1,949,74400,6200,78.4,Unfurnished,Built-in Wardrobes;Central AC;Covered Parking;Parking;Pets Allowed;Security,Yes,No,23,11,2025-09-13,Pamela Boyd,Bayut,Budget
PF000153,International City,3BR,3,2,2376,110200,9200,46.38,Furnished,Balcony;Built-in Wardrobes;Central AC;Maid's Room;Parking;Security,No,No,30,7,2025-09-07,Denise Jones,Allsopp & Allsopp,Budget
PF000154,Al Barsha,2BR,2,2,1544,111600,9300,72.28,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Parking;Pets Allowed;Security,Yes,No,38,1,2025-10-06,Devon Flores,Espace Real Estate,Mid-Market
PF000155,Barsha Heights (Tecom),3BR,3,2,2083,180100,15000,86.46,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Gym;Maid's Room;Parking;Security;Shared Spa;Swimming Pool,Yes,No,20,11,2025-09-15,Brenda Hall,Driven Properties,Mid-Market
PF000156,Business Bay,2BR,2,2,1491,139100,11600,93.29,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Maid's Room;Parking;Security;Study Room;Swimming Pool,Yes,No,17,10,2025-10-01,Michelle Brown,Dubizzle,Premium
PF000157,Discovery Gardens,3BR,3,2,1429,110000,9200,76.98,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Gym;Maid's Room;Parking;Security;Shared Spa;Study Room,Yes,No,27,11,2025-10-01,Joshua Perry,Property Finder,Budget
PF000158,Motor City,2BR,2,2,1796,119200,9900,66.37,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Parking;Pets Allowed;Security;Swimming Pool;View (Sea/Marina/Park),No,No,1,6,2025-11-02,Jason Stein,Property Finder,Mid-Market
PF000159,Deira,Studio,0,1,390,43900,3700,112.56,Furnished,Central AC;Parking;Pets Allowed;Security,Yes,No,17,1,2025-11-24,Melissa Gates,Haus & Haus,Budget
PF000160,Dubai Media City,1BR,1,1,1137,166800,13900,146.7,Unfurnished,Built-in Wardrobes;Central AC;Maid's Room;Parking;Pets Allowed;Security;Study Room;Swimming Pool;View (Sea/Marina/Park),Yes,No,15,17,2025-11-06,Jamie Smith,Allsopp & Allsopp,Premium
PF000161,Dubai Media City,1BR,1,1,1126,152500,12700,135.44,Unfurnished,Built-in Wardrobes;Central AC;Covered Parking;Gym;Maid's Room;Parking;Pets Allowed;Security;View (Sea/Marina/Park),Yes,No,4,2,2025-11-05,Paul Castaneda,Bayut,Premium
PF000162,Dubai Silicon Oasis,1BR,1,1,930,66900,5600,71.94,Furnished,Balcony;Built-in Wardrobes;Central AC;Parking;Pets Allowed;Security,No,No,21,19,2025-11-22,Jennifer Adkins,Dubizzle,Budget
PF000163,Dubai Silicon Oasis,Studio,0,1,448,43900,3700,97.99,Furnished,Central AC;Covered Parking;Maid's Room;Parking;Security,No,No,22,7,2025-10-21,Lindsey Walker,Property Finder,Budget
PF000164,Al Barsha,1BR,1,1,1079,96200,8000,89.16,Unfurnished,Built-in Wardrobes;Central AC;Gym;Parking;Security;Shared Spa;Study Room,Yes,No,36,16,2025-09-25,Jeffrey Johnson,Property Finder,Mid-Market
PF000165,Dubai Sports City,Studio,0,1,374,41500,3500,110.96,Unfurnished,Central AC;Gym;Parking;Security,No,No,1,16,2025-10-11,Michael Powell,Dubizzle,Budget
PF000166,Dubai Sports City,1BR,1,1,782,70300,5900,89.9,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Parking;Security;Shared Spa,No,No,33,16,2025-09-07,John Anderson,Dubizzle,Budget
PF000167,Al Barsha,1BR,1,1,780,68600,5700,87.95,Semi-Furnished,Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Parking;Security;Study Room;View (Sea/Marina/Park),Yes,No,16,18,2025-10-04,Alyssa Long,Dubizzle,Mid-Market
PF000168,Dubai Marina,2BR,2,2,1659,115000,9600,69.32,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Gym;Maid's Room;Parking;Security;Shared Spa;Study Room,Yes,Yes,41,18,2025-10-01,Alyssa Day,Driven Properties,Luxury
PF000169,Barsha Heights (Tecom),Studio,0,1,491,55500,4600,113.03,Unfurnished,Balcony;Central AC;Covered Parking;Parking;Security;Shared Spa;Swimming Pool,Yes,No,17,1,2025-09-28,Joel Williams,Driven Properties,Mid-Market
PF000170,Discovery Gardens,3BR,3,2,1429,110000,9200,76.98,Furnished,Balcony;Built-in Wardrobes;Central AC;Maid's Room;Parking;Security;Shared Spa,Yes,No,19,1,2025-09-19,Daniel Murphy,Property Finder,Budget
PF000171,Jumeirah,2BR,2,2,1845,258000,21500,139.84,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Gym;Maid's Room;Parking;Security;Shared Spa;Study Room;Swimming Pool;View (Sea/Marina/Park),No,Yes,22,2,2025-10-30,Jamie Walton,Driven Properties,Luxury
PF000172,Jumeirah Lake Towers (JLT),2BR,2,2,1726,135100,11300,78.27,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Parking;Security;Study Room;View (Sea/Marina/Park),Yes,No,21,3,2025-11-07,Darlene Miller,Bayut,Mid-Market
PF000173,Barsha Heights (Tecom),Studio,0,1,433,54000,4500,124.71,Furnished,Central AC;Maid's Room;Parking;Security;Shared Spa,Yes,No,21,14,2025-10-10,Joshua Cooke,Espace Real Estate,Mid-Market
PF000174,Motor City,1BR,1,1,904,88500,7400,97.9,Furnished,Balcony;Built-in Wardrobes;Central AC;Parking;Pets Allowed;Security,No,No,40,10,2025-10-17,Matthew Harrington,Haus & Haus,Mid-Market
PF000175,Al Barsha,1BR,1,1,1056,96700,8100,91.57,Semi-Furnished,Built-in Wardrobes;Central AC;Maid's Room;Parking;Security;Shared Spa;Study Room;View (Sea/Marina/Park),Yes,No,6,10,2025-09-09,Nicole Herring,Property Finder,Mid-Market
PF000176,Barsha Heights (Tecom),3BR,3,2,2069,178500,14900,86.27,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Maid's Room;Parking;Security;Swimming Pool;View (Sea/Marina/Park),Yes,No,16,10,2025-11-25,Alex Hernandez,Driven Properties,Mid-Market
PF000177,Dubai Marina,1BR,1,1,1195,73500,6100,61.51,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Parking;Pets Allowed;Security;Shared Spa,Yes,Yes,35,3,2025-10-13,Michael Elliott,Haus & Haus,Luxury
PF000178,Dubai Marina,3BR,3,2,2042,310500,25900,152.06,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Gym;Maid's Room;Parking;Pets Allowed;Security;Shared Spa;View (Sea/Marina/Park),Yes,Yes,16,15,2025-10-11,Michael Wang,Property Finder,Luxury
PF000179,Barsha Heights (Tecom),3BR,3,2,2090,179900,15000,86.08,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Gym;Maid's Room;Parking;Security;Swimming Pool,Yes,No,32,7,2025-11-06,Lawrence Adkins,Haus & Haus,Mid-Market
PF000180,Bur Dubai,2BR,2,2,1113,76600,6400,68.82,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Parking;Pets Allowed;Security;Shared Spa;Study Room,Yes,No,19,14,2025-10-13,Robert Oconnell,Driven Properties,Mid-Market
PF000181,Al Nahda,2BR,2,2,1125,64600,5400,57.42,Furnished,Balcony;Built-in Wardrobes;Central AC;Maid's Room;Parking;Security;View (Sea/Marina/Park),Yes,No,13,15,2025-10-26,Alexander Collins,Property Finder,Budget
PF000182,Dubai Sports City,3BR,3,2,1942,131700,11000,67.82,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Gym;Maid's Room;Parking;Security,No,No,30,10,2025-11-26,Tina Sanders,Bayut,Budget
PF000183,Jumeirah Lake Towers (JLT),Studio,0,1,445,60700,5100,136.4,Semi-Furnished,Central AC;Gym;Parking;Security;Shared Spa,Yes,No,3,10,2025-10-19,Angela Vaughn,Haus & Haus,Mid-Market
PF000184,Al Barsha,2BR,2,2,1189,94400,7900,79.39,Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Parking;Security;Swimming Pool,Yes,No,14,7,2025-09-07,Ashley Barton,Dubizzle,Mid-Market
PF000185,Bur Dubai,1BR,1,1,1212,88900,7400,73.35,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Parking;Pets Allowed;Security;Study Room,Yes,No,9,4,2025-11-04,Lindsay Martinez,Haus & Haus,Mid-Market
PF000186,Barsha Heights (Tecom),2BR,2,2,1441,98400,8200,68.29,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Parking;Pets Allowed;Security;View (Sea/Marina/Park),Yes,No,12,9,2025-09-04,Dr. Hannah Patterson,Haus & Haus,Mid-Market
PF000187,Bur Dubai,1BR,1,1,1230,90100,7500,73.25,Semi-Furnished,Built-in Wardrobes;Central AC;Covered Parking;Parking;Pets Allowed;Security;Study Room,Yes,No,38,14,2025-11-11,Jonathan Peterson,Dubizzle,Mid-Market
PF000188,DIFC,2BR,2,2,1438,150600,12600,104.73,Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Gym;Maid's Room;Parking;Pets Allowed;Security;Swimming Pool,Yes,No,8,0,2025-09-14,Samantha Garcia,Haus & Haus,Luxury
PF000189,Jumeirah Lake Towers (JLT),Studio,0,1,470,64500,5400,137.23,Semi-Furnished,Central AC;Gym;Maid's Room;Parking;Security;Swimming Pool,Yes,No,11,0,2025-11-11,Madison Poole,Driven Properties,Mid-Market
PF000190,Bur Dubai,3BR,3,2,2292,133100,11100,58.07,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Maid's Room;Parking;Security;Shared Spa;Swimming Pool,Yes,No,27,16,2025-10-29,Jessica Gross,Allsopp & Allsopp,Mid-Market
PF000191,Jumeirah Beach Residence (JBR),2BR,2,2,1737,204400,17000,117.67,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Gym;Parking;Pets Allowed;Security;Shared Spa;Swimming Pool;View (Sea/Marina/Park),No,Yes,20,15,2025-09-29,Debra Morton,Dubizzle,Luxury
PF000192,Dubai Silicon Oasis,1BR,1,1,930,63600,5300,68.39,Unfurnished,Built-in Wardrobes;Central AC;Gym;Parking;Security;Shared Spa,No,No,18,10,2025-11-11,Karen Graham,Haus & Haus,Budget
PF000193,Deira,Studio,0,1,406,44200,3700,108.87,Furnished,Central AC;Parking;Security;Study Room,Yes,No,20,17,2025-10-14,Debra Christian,Property Finder,Budget
PF000194,Deira,2BR,2,2,1249,90000,7500,72.06,Furnished,Balcony;Built-in Wardrobes;Central AC;Parking;Security,Yes,No,43,19,2025-09-18,Angelica Keith,Haus & Haus,Budget
PF000195,Al Barsha,Studio,0,1,421,63800,5300,151.54,Unfurnished,Central AC;Covered Parking;Gym;Maid's Room;Parking;Pets Allowed;Security,Yes,No,8,14,2025-09-09,John Bishop,Espace Real Estate,Mid-Market
PF000196,Arabian Ranches,Studio,0,1,1951,161700,13500,82.88,Furnished,Balcony;Central AC;Children's Play Area;Covered Parking;Parking;Pets Allowed;Security;Study Room;Swimming Pool,No,No,15,4,2025-09-02,Allen Rosales,Allsopp & Allsopp,Luxury
PF000197,Al Nahda,2BR,2,2,1118,67600,5600,60.47,Furnished,Balcony;Built-in Wardrobes;Central AC;Parking;Security;Shared Spa,Yes,No,22,3,2025-10-24,Daniel Salinas,Espace Real Estate,Budget
PF000198,Arabian Ranches,Studio,0,1,2101,187400,15600,89.2,Unfurnished,Central AC;Children's Play Area;Covered Parking;Gym;Maid's Room;Parking;Pets Allowed;Security;Study Room;Swimming Pool;View (Sea/Marina/Park),No,No,22,12,2025-10-04,Spencer Haynes,Property Finder,Luxury
PF000199,International City,2BR,2,2,991,58900,4900,59.43,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Parking;Pets Allowed;Security;Shared Spa;Study Room,No,No,12,11,2025-09-10,Adam Vaughan,Driven Properties,Budget
PF000200,Motor City,1BR,1,1,883,81700,6800,92.53,Furnished,Built-in Wardrobes;Central AC;Maid's Room;Parking;Security;Shared Spa,No,No,39,7,2025-10-06,Nathan Freeman,Property Finder,Mid-Market
PF000201,Jumeirah,1BR,1,1,1096,122000,10200,111.31,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Gym;Maid's Room;Parking;Security;Shared Spa;Study Room;Swimming Pool,No,Yes,12,16,2025-11-19,Melissa Brewer,Dubizzle,Luxury
PF000202,Motor City,2BR,2,2,1758,109500,9100,62.29,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Parking;Pets Allowed;Security,No,No,17,7,2025-11-28,Ricky Davis II,Bayut,Mid-Market
PF000203,Al Nahda,3BR,3,2,1484,87000,7200,58.63,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Maid's Room;Parking;Security,Yes,No,38,13,2025-11-16,Elizabeth Perkins,Driven Properties,Budget
PF000204,Dubai Sports City,2BR,2,2,1140,78000,6500,68.42,Furnished,Balcony;Built-in Wardrobes;Central AC;Gym;Parking;Security;Study Room,No,No,15,11,2025-09-10,Joseph Coleman,Property Finder,Budget
PF000205,Arabian Ranches,3BR,3,2,2678,225900,18800,84.35,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Gym;Maid's Room;Parking;Pets Allowed;Security;Shared Spa;Study Room,No,No,15,4,2025-11-23,Erin Warner,Haus & Haus,Luxury
