tenant_id,age,profession,monthly_income,family_size,preferred_property_type,max_monthly_rent,max_annual_rent,nationality,move_in_timeline,pets
T00328,49,Engineer,33743,1,Studio,8632,103584,Guinea,Within 1 month,Yes
T00329,22,Manager,30871,2,1BR,11234,134808,Senegal,Flexible,No
T00330,41,Teacher,14000,2,2BR,4799,57588,New Caledonia,Immediate,No
T00331,22,Engineer,24539,2,1BR,8636,103632,Bolivia,Flexible,No
T00332,42,Entrepreneur,31815,3,2BR,12262,147144,Cote d'Ivoire,Immediate,No
T00333,26,IT Professional,24389,4,3BR,10804,129648,Christmas Island,Within 3 months,No
T00334,34,Healthcare Worker,18982,4,3BR,7239,86868,Jamaica,Within 3 months,No
T00335,30,Teacher,15170,2,2BR,5407,64884,Mauritania,Within 3 months,No
T00336,57,Finance Professional,25174,3,3BR,10916,130992,French Southern Territories,Immediate,Yes
T00337,50,Teacher,15231,2,2BR,6681,80172,Colombia,Flexible,No
T00338,33,Healthcare Worker,26754,2,2BR,9745,116940,Congo,Immediate,No
T00339,29,Hospitality,20000,2,1BR,7292,87504,United States of America,Flexible,No
T00340,28,Consultant,44054,2,2BR,17142,205704,China,Within 3 months,No
T00341,24,Healthcare Worker,19206,3,3BR,7863,94356,Romania,Flexible,Yes
T00342,38,Sales & Marketing,24363,2,1BR,7089,85068,Poland,Within 3 months,No
T00343,52,Sales & Marketing,19092,5,3BR,7508,90096,India,Flexible,No
T00344,31,Healthcare Worker,23567,2,2BR,9819,117828,Comoros,Within 3 months,No
T00345,25,Hospitality,14022,1,1BR,5992,71904,Guadeloupe,Flexible,No
T00346,32,Manager,40398,2,2BR,11498,137976,Guinea,Within 3 months,No
T00347,22,Entrepreneur,34483,1,Studio,14867,178404,South Africa,Immediate,Yes
T00348,25,Entrepreneur,58991,4,2BR,25358,304296,Ethiopia,Flexible,Yes
T00349,22,Teacher,16025,4,2BR,4091,49092,Israel,Immediate,No
T00350,53,Healthcare Worker,30059,3,2BR,8425,101100,New Zealand,Flexible,No
T00351,41,Engineer,19467,2,2BR,7897,94764,Pitcairn Islands,Flexible,No
T00352,22,Healthcare Worker,21820,3,2BR,8761,105132,Armenia,Within 3 months,No
T00353,25,Finance Professional,39353,2,2BR,13061,156732,Cote d'Ivoire,Within 3 months,No
T00354,35,Sales & Marketing,16832,3,3BR,7107,85284,Congo,Within 3 months,Yes
T00355,44,Hospitality,9010,4,3BR,3518,42216,Saint Barthelemy,Within 1 month,No
T00356,37,Manager,55000,1,1BR,19242,230904,Iceland,Immediate,No
T00357,23,Consultant,33519,2,2BR,11358,136296,Swaziland,Within 1 month,No
T00358,24,Hospitality,16295,1,1BR,5859,70308,Saint Pierre and Miquelon,Immediate,Yes
T00359,22,Teacher,10627,2,2BR,3633,43596,Mongolia,Within 1 month,No
T00360,24,Manager,38412,4,3BR,13110,157320,Romania,Flexible,No
T00361,27,Sales & Marketing,25880,4,2BR,8700,104400,Comoros,Within 1 month,No
T00362,32,Healthcare Worker,35000,2,1BR,12831,153972,Benin,Immediate,Yes
T00363,32,Consultant,33358,2,2BR,13907,166884,Antigua and Barbuda,Flexible,No
T00364,47,Entrepreneur,35554,1,1BR,12575,150900,Turkey,Immediate,No
T00365,33,Teacher,10370,2,2BR,3242,38904,Turkey,Within 1 month,Yes
T00366,35,Entrepreneur,54427,2,1BR,22242,266904,Timor-Leste,Immediate,Yes
T00367,41,Manager,33747,1,Studio,8452,101424,Guam,Within 1 month,No
T00368,37,IT Professional,33223,2,2BR,11441,137292,Kenya,Flexible,No
T00369,33,Healthcare Worker,14131,4,3BR,4496,53952,Belize,Immediate,Yes
T00370,28,Hospitality,14399,4,2BR,5363,64356,Montenegro,Flexible,No
T00371,23,Finance Professional,30878,1,1BR,13163,157956,Korea,Within 3 months,No
T00372,23,Sales & Marketing,23502,3,3BR,7887,94644,Egypt,Flexible,No
T00373,36,Consultant,34900,2,2BR,9725,116700,Christmas Island,Within 1 month,No
T00374,39,Hospitality,17570,1,Studio,7473,89676,Cook Islands,Flexible,No
T00375,65,IT Professional,29143,2,2BR,12126,145512,Romania,Immediate,No
T00376,34,Entrepreneur,62828,4,3BR,20617,247404,Mexico,Immediate,Yes
T00377,28,Consultant,46259,3,3BR,16350,196200,Bolivia,Within 1 month,No
T00378,49,Entrepreneur,61332,2,2BR,19790,237480,Guinea,Within 1 month,No
T00379,30,Teacher,13189,5,3BR,3324,39888,French Polynesia,Immediate,No
T00380,22,Manager,47576,2,2BR,14925,179100,Guam,Immediate,No
T00381,35,Sales & Marketing,16197,2,2BR,5082,60984,Guadeloupe,Within 3 months,No
T00382,33,Engineer,21978,4,2BR,5542,66504,Burundi,Flexible,No
T00383,38,Teacher,11251,1,1BR,4458,53496,Korea,Within 3 months,No
T00384,49,Entrepreneur,44794,3,2BR,20114,241368,Wallis and Futuna,Immediate,No
T00385,22,Healthcare Worker,21626,1,Studio,7197,86364,Monaco,Within 1 month,No
T00386,41,Manager,38498,2,2BR,13534,162408,Saint Lucia,Within 3 months,No
T00387,28,Sales & Marketing,24245,5,3BR,7129,85548,Latvia,Flexible,No
T00388,33,IT Professional,25189,1,1BR,8005,96060,Jordan,Within 3 months,No
T00389,28,Hospitality,13010,2,2BR,4766,57192,Northern Mariana Islands,Flexible,Yes
T00390,33,Manager,40025,1,Studio,10222,122664,Slovakia (Slovak Republic),Immediate,No
T00391,27,Teacher,12661,2,1BR,4601,55212,Central African Republic,Within 3 months,No
T00392,34,Engineer,29537,1,Studio,8448,101376,Norfolk Island,Immediate,No
T00393,35,Finance Professional,38387,4,2BR,10037,120444,Hong Kong,Immediate,No
T00394,22,Sales & Marketing,13355,2,2BR,5621,67452,Albania,Immediate,Yes
T00395,24,Teacher,10588,1,1BR,3738,44856,Turkmenistan,Within 3 months,No
T00396,44,Engineer,27356,1,1BR,12303,147636,Cocos (Keeling) Islands,Flexible,No
T00397,31,IT Professional,20641,5,3BR,8965,107580,Turkey,Within 3 months,No
T00398,34,Hospitality,13639,1,1BR,4351,52212,Cuba,Flexible,Yes
T00399,35,Manager,39184,4,2BR,14339,172068,Greenland,Within 1 month,No
T00400,40,Healthcare Worker,15959,1,Studio,5775,69300,Japan,Flexible,No
T00401,29,Sales & Marketing,25325,3,3BR,7965,95580,Finland,Within 3 months,No
T00402,30,Manager,35060,3,2BR,12861,154332,Angola,Immediate,No
T00403,37,IT Professional,37359,3,3BR,9571,114852,Philippines,Within 1 month,No
T00404,34,IT Professional,33469,2,2BR,10552,126624,Myanmar,Within 1 month,Yes
T00405,22,Entrepreneur,43098,2,1BR,17205,206460,Djibouti,Within 3 months,No
T00406,32,Manager,25426,3,3BR,9640,115680,American Samoa,Flexible,No
T00407,36,Manager,33826,3,2BR,12717,152604,Nigeria,Within 3 months,No
T00408,39,Consultant,35150,2,2BR,12289,147468,New Zealand,Within 1 month,No
T00409,33,Teacher,11965,2,1BR,4560,54720,Senegal,Within 1 month,No
T00410,25,Entrepreneur,45673,2,2BR,15076,180912,Nicaragua,Within 3 months,No
T00411,31,Manager,45566,2,2BR,18751,225012,Martinique,Within 1 month,No
T00412,22,Hospitality,10795,1,1BR,2954,35448,Jersey,Flexible,No
T00413,22,Finance Professional,38294,2,2BR,10995,131940,Malawi,Immediate,Yes
T00414,24,IT Professional,33250,3,2BR,10799,129588,New Caledonia,Immediate,No
T00415,43,Teacher,12748,3,2BR,5122,61464,Belgium,Within 1 month,No
T00416,53,IT Professional,25651,2,1BR,8686,104232,Netherlands Antilles,Flexible,Yes
T00417,32,Healthcare Worker,24613,1,Studio,9767,117204,Saint Kitts and Nevis,Flexible,Yes
T00418,51,Consultant,29543,2,1BR,11775,141300,Holy See (Vatican City State),Immediate,No
T00419,37,Consultant,35675,1,Studio,14592,175104,American Samoa,Immediate,No
T00420,22,IT Professional,32128,3,2BR,12843,154116,Liberia,Flexible,No
T00421,23,Teacher,11337,3,2BR,5010,60120,Qatar,Within 3 months,No
T00422,35,IT Professional,36153,1,1BR,15742,188904,Monaco,Immediate,No
T00423,27,Manager,52810,3,2BR,23730,284760,Jordan,Within 3 months,No
T00424,40,Manager,28197,3,3BR,12374,148488,Lithuania,Within 3 months,No
T00425,25,IT Professional,38924,1,1BR,16135,193620,Wallis and Futuna,Within 3 months,No
T00426,22,Healthcare Worker,24128,2,1BR,6072,72864,Montenegro,Within 3 months,No
T00427,43,Engineer,21960,5,3BR,7100,85200,India,Within 1 month,No
T00428,22,Teacher,8829,1,Studio,2888,34656,Montenegro,Within 3 months,No
T00429,59,Hospitality,6146,2,2BR,2201,26412,Montserrat,Within 1 month,No
T00430,24,Consultant,30320,4,3BR,13636,163632,New Caledonia,Immediate,Yes
T00431,49,Healthcare Worker,23692,2,2BR,6723,80676,Mongolia,Within 3 months,No
T00432,28,Engineer,26356,2,1BR,6631,79572,Cuba,Immediate,No
T00433,22,Teacher,15509,4,2BR,5546,66552,Papua New Guinea,Flexible,No
T00434,51,Healthcare Worker,24698,1,1BR,8674,104088,Malta,Within 3 months,No
T00435,51,IT Professional,34943,4,2BR,9913,118956,Zambia,Within 1 month,No
T00436,22,Teacher,17602,3,2BR,6916,82992,Botswana,Within 1 month,No
T00437,33,Sales & Marketing,18596,4,3BR,6477,77724,Montenegro,Within 1 month,No
T00438,35,Sales & Marketing,17126,2,2BR,6052,72624,Oman,Within 3 months,Yes
T00439,53,Entrepreneur,31579,1,Studio,8531,102372,British Virgin Islands,Flexible,No
T00440,34,Hospitality,8433,3,3BR,2969,35628,Tuvalu,Immediate,No
T00441,22,Engineer,25631,1,Studio,10876,130512,Ukraine,Within 1 month,No
T00442,28,Engineer,25838,3,3BR,7970,95640,Niue,Within 1 month,Yes
T00443,52,Engineer,32066,2,2BR,11877,142524,Montenegro,Immediate,No
T00444,42,Healthcare Worker,13213,3,3BR,3388,40656,French Guiana,Within 3 months,No
T00445,31,Hospitality,16515,1,1BR,6045,72540,Monaco,Flexible,No
T00446,46,Consultant,30714,2,2BR,11592,139104,Svalbard & Jan Mayen Islands,Flexible,No
T00447,22,Sales & Marketing,24891,2,2BR,9279,111348,United States Minor Outlying Islands,Immediate,No
T00448,29,Teacher,13819,5,3BR,4012,48144,Pitcairn Islands,Within 1 month,No
T00449,42,Manager,38268,5,3BR,15490,185880,Kuwait,Flexible,Yes
T00450,35,Entrepreneur,44766,2,2BR,13113,157356,Faroe Islands,Flexible,No
T00451,26,Healthcare Worker,20803,2,2BR,6814,81768,Iceland,Within 1 month,No
T00452,55,Sales & Marketing,22240,3,2BR,8377,100524,British Indian Ocean Territory (Chagos Archipelago),Within 1 month,No
T00453,39,Teacher,12641,3,3BR,5149,61788,China,Within 1 month,Yes
T00454,50,Entrepreneur,47939,4,2BR,15912,190944,Dominica,Within 3 months,No
T00455,29,Manager,27203,3,3BR,10211,122532,Palestinian Territory,Flexible,No
T00456,38,Entrepreneur,45799,5,3BR,13285,159420,Belize,Immediate,Yes
T00457,28,Sales & Marketing,19991,3,2BR,8552,102624,Netherlands Antilles,Immediate,No
T00458,35,Sales & Marketing,20743,1,1BR,6734,80808,Qatar,Within 1 month,Yes
T00459,26,Finance Professional,45564,2,2BR,15077,180924,Panama,Flexible,No
T00460,33,Consultant,18434,5,3BR,7429,89148,Algeria,Within 1 month,Yes
T00461,39,Teacher,13713,2,2BR,5282,63384,Argentina,Within 1 month,No
T00462,56,Manager,45090,2,2BR,14612,175344,Cambodia,Immediate,Yes
T00463,28,Manager,20000,1,Studio,8603,103236,French Guiana,Immediate,No
T00464,27,Healthcare Worker,35000,4,2BR,15149,181788,Bermuda,Within 1 month,No
T00465,35,IT Professional,23370,3,3BR,5965,71580,Guyana,Within 3 months,No
T00466,22,Sales & Marketing,11446,3,2BR,3985,47820,Guadeloupe,Flexible,No
T00467,47,Sales & Marketing,15145,2,2BR,5985,71820,Bouvet Island (Bouvetoya),Within 3 months,No
T00468,33,Finance Professional,34049,3,3BR,11190,134280,Lithuania,Flexible,No
T00469,44,Consultant,40449,2,2BR,12993,155916,Thailand,Immediate,No
T00470,41,Teacher,15399,2,2BR,5091,61092,United States Minor Outlying Islands,Within 1 month,No
T00471,30,Manager,31934,1,Studio,13042,156504,Greece,Immediate,No
T00472,46,Healthcare Worker,18508,4,2BR,8015,96180,Mali,Immediate,No
T00473,26,Finance Professional,20000,2,2BR,6307,75684,Senegal,Within 1 month,No
T00474,33,Hospitality,17129,4,2BR,4317,51804,Indonesia,Flexible,No
T00475,36,Finance Professional,36420,2,1BR,15436,185232,United Kingdom,Flexible,No
T00476,39,Hospitality,8906,3,2BR,3079,36948,Cuba,Immediate,No
T00477,43,Manager,36330,2,1BR,12914,154968,United Arab Emirates,Immediate,No
T00478,22,Teacher,13662,4,3BR,5971,71652,Uzbekistan,Within 3 months,Yes
T00479,31,Teacher,16335,2,1BR,4926,59112,Uruguay,Within 3 months,No
T00480,30,Hospitality,10281,2,1BR,4005,48060,Korea,Within 1 month,No
T00481,46,Teacher,9868,4,3BR,4217,50604,Cote d'Ivoire,Flexible,No
T00482,42,IT Professional,32159,3,2BR,11897,142764,Grenada,Within 3 months,No
T00483,37,Entrepreneur,51348,3,3BR,18793,225516,Costa Rica,Immediate,Yes
T00484,36,Healthcare Worker,17100,1,Studio,6710,80520,Cook Islands,Immediate,No
T00485,35,Consultant,41268,3,3BR,17715,212580,Chad,Immediate,No
T00486,27,Entrepreneur,15000,2,1BR,5155,61860,Turkmenistan,Within 3 months,No
T00487,46,Engineer,30760,3,2BR,11662,139944,Lebanon,Immediate,No
T00488,34,IT Professional,16618,4,3BR,6473,77676,Antigua and Barbuda,Immediate,No
T00489,41,Healthcare Worker,25382,1,Studio,9789,117468,Bulgaria,Within 3 months,No
T00490,24,Healthcare Worker,19855,1,Studio,7278,87336,Madagascar,Within 1 month,No
T00491,54,Manager,23446,2,2BR,5938,71256,Singapore,Flexible,No
T00492,39,Teacher,14225,2,2BR,5631,67572,Suriname,Immediate,No
T00493,22,Consultant,36776,3,3BR,9231,110772,Nauru,Flexible,No
T00494,31,Finance Professional,27382,2,2BR,11271,135252,Netherlands,Immediate,No
T00495,29,IT Professional,15000,3,3BR,4367,52404,Iran,Immediate,No
T00496,31,Finance Professional,30134,3,3BR,9938,119256,Ireland,Within 1 month,No
T00497,22,Manager,30135,3,2BR,11892,142704,Jordan,Within 1 month,No
T00498,28,Finance Professional,23483,1,1BR,10442,125304,Macao,Immediate,Yes
T00499,24,Consultant,44644,1,1BR,13556,162672,Jersey,Flexible,No
T00500,31,Teacher,8627,5,3BR,2711,32532,Sudan,Immediate,No
T00501,56,Engineer,25410,1,1BR,6569,78828,Tuvalu,Within 3 months,No
T00502,44,Entrepreneur,75104,1,Studio,29756,357072,Vietnam,Flexible,Yes
T00503,24,Sales & Marketing,17383,4,2BR,5968,71616,Martinique,Within 3 months,No
T00504,37,Sales & Marketing,22972,5,3BR,10089,121068,Heard Island and McDonald Islands,Immediate,No
T00505,30,IT Professional,28777,2,2BR,10646,127752,Suriname,Within 1 month,No
T00506,22,Teacher,15948,2,1BR,4960,59520,Mauritius,Immediate,Yes
T00507,29,Hospitality,11823,1,1BR,3942,47304,Syrian Arab Republic,Within 1 month,No
T00508,35,Hospitality,10698,3,2BR,3966,47592,Samoa,Within 1 month,Yes
T00509,33,Consultant,30264,4,3BR,12132,145584,Ethiopia,Flexible,No
T00510,50,Manager,38797,2,2BR,13384,160608,Croatia,Flexible,No
T00511,37,Finance Professional,51875,1,1BR,17232,206784,Bangladesh,Immediate,No
T00512,51,Manager,32164,3,3BR,11930,143160,Benin,Immediate,No
T00513,45,Sales & Marketing,27275,1,1BR,7788,93456,Hungary,Immediate,No
T00514,43,Healthcare Worker,21117,4,2BR,6787,81444,Central African Republic,Within 3 months,No
T00515,24,IT Professional,33806,1,1BR,9285,111420,United States Minor Outlying Islands,Immediate,Yes
T00516,28,Manager,37396,2,1BR,15896,190752,Bangladesh,Within 3 months,Yes
T00517,40,Finance Professional,38790,2,2BR,16513,198156,Bahamas,Flexible,No
T00518,55,Teacher,15726,1,1BR,4874,58488,Rwanda,Immediate,No
T00519,53,IT Professional,45000,1,Studio,14192,170304,Paraguay,Within 3 months,No
T00520,44,Finance Professional,37350,2,2BR,11560,138720,Puerto Rico,Within 1 month,No
T00521,47,Manager,33618,2,2BR,13870,166440,Iraq,Immediate,No
T00522,42,Sales & Marketing,15056,1,1BR,6411,76932,Guinea,Within 3 months,No
T00523,28,Teacher,16110,5,3BR,4485,53820,Tokelau,Immediate,No
T00524,35,Sales & Marketing,13495,1,Studio,3850,46200,Thailand,Flexible,No
T00525,30,Teacher,10708,2,2BR,3275,39300,Saudi Arabia,Immediate,No
T00526,30,IT Professional,25377,3,3BR,9959,119508,Belize,Immediate,No
T00527,35,Engineer,33685,2,1BR,14541,174492,Gambia,Within 1 month,No
T00528,32,Teacher,12708,4,3BR,5117,61404,Reunion,Within 3 months,Yes
T00529,41,Entrepreneur,62477,3,3BR,25830,309960,Nicaragua,Within 1 month,No
T00530,36,Entrepreneur,71708,2,1BR,21991,263892,El Salvador,Immediate,No
T00531,33,Hospitality,16535,3,3BR,7398,88776,Tajikistan,Immediate,No
T00532,28,Hospitality,16227,4,2BR,6104,73248,Kyrgyz Republic,Flexible,No
T00533,22,Finance Professional,52383,3,3BR,19387,232644,Costa Rica,Within 1 month,No
T00534,36,Hospitality,12225,1,1BR,3538,42456,Solomon Islands,Flexible,No
T00535,42,IT Professional,31404,3,3BR,13858,166296,Nicaragua,Immediate,No
T00536,36,Hospitality,12579,3,2BR,5086,61032,Vietnam,Flexible,No
T00537,30,IT Professional,33405,4,3BR,13855,166260,Iraq,Within 3 months,No
T00538,31,Consultant,39848,1,1BR,10451,125412,Saint Martin,Within 3 months,No
T00539,44,Finance Professional,59471,2,1BR,23005,276060,Haiti,Immediate,No
T00540,34,Manager,37805,3,2BR,16839,202068,Poland,Within 3 months,No
T00541,35,Finance Professional,49598,5,3BR,18819,225828,Somalia,Within 1 month,No
T00542,22,Finance Professional,28596,3,2BR,9458,113496,French Guiana,Immediate,No
T00543,46,Consultant,28063,3,3BR,12302,147624,San Marino,Immediate,Yes
T00544,41,IT Professional,34321,2,2BR,10998,131976,Cook Islands,Within 3 months,No
T00545,22,Consultant,28521,2,1BR,7580,90960,Belgium,Immediate,No
T00546,23,Consultant,30629,2,2BR,12089,145068,Andorra,Immediate,No
T00547,24,IT Professional,39959,4,2BR,13876,166512,Guam,Within 1 month,No
T00548,27,Manager,42627,2,2BR,14812,177744,Guinea,Immediate,Yes
T00549,26,Sales & Marketing,13307,1,1BR,3567,42804,Kazakhstan,Flexible,No
T00550,25,Entrepreneur,49394,2,2BR,17107,205284,Lithuania,Within 3 months,No
T00551,31,Consultant,23361,2,2BR,7859,94308,Bahrain,Within 3 months,No
T00552,36,Teacher,16872,3,3BR,6790,81480,Panama,Flexible,No
T00553,28,Manager,29548,4,2BR,11416,136992,Aruba,Flexible,No
T00554,22,Teacher,13377,4,3BR,5647,67764,Venezuela,Within 1 month,Yes
T00555,26,Teacher,13532,2,1BR,3738,44856,Costa Rica,Within 3 months,No
T00556,33,IT Professional,40353,1,1BR,11646,139752,Pitcairn Islands,Within 3 months,Yes
T00557,31,Hospitality,9181,3,3BR,3244,38928,Azerbaijan,Within 3 months,No
T00558,39,Manager,52402,2,2BR,22665,271980,Panama,Within 3 months,No
T00559,34,Sales & Marketing,21886,2,1BR,6170,74040,Sierra Leone,Flexible,No
T00560,34,Healthcare Worker,22162,2,1BR,5913,70956,Cambodia,Within 1 month,Yes
T00561,29,Sales & Marketing,10000,5,3BR,3815,45780,Kyrgyz Republic,Flexible,No
T00562,22,Teacher,14482,2,2BR,3666,43992,Greenland,Immediate,No
T00563,43,Consultant,29992,1,1BR,10687,128244,Montserrat,Immediate,Yes
T00564,26,Entrepreneur,16377,3,3BR,6943,83316,Israel,Flexible,No
T00565,40,Finance Professional,37899,3,3BR,16136,193632,Armenia,Within 1 month,No
T00566,22,Sales & Marketing,19660,3,3BR,5729,68748,Moldova,Within 1 month,No
T00567,32,Hospitality,11858,3,2BR,3800,45600,Uruguay,Within 3 months,Yes
T00568,28,Manager,55000,4,3BR,21346,256152,Norfolk Island,Flexible,No
T00569,32,Entrepreneur,54874,1,Studio,17242,206904,Mayotte,Flexible,No
T00570,40,Finance Professional,46184,3,3BR,16487,197844,Mozambique,Flexible,No
T00571,37,Healthcare Worker,33061,1,1BR,8769,105228,Serbia,Immediate,No
T00572,25,IT Professional,22657,3,3BR,7755,93060,Greenland,Within 3 months,No
T00573,22,Consultant,50000,4,3BR,16405,196860,Mexico,Immediate,No
T00574,55,Finance Professional,34051,5,3BR,14216,170592,Hungary,Flexible,Yes
T00575,39,Manager,47080,2,2BR,13535,162420,New Zealand,Within 1 month,No
T00576,46,Healthcare Worker,22698,2,1BR,6917,83004,Korea,Flexible,Yes
T00577,23,Teacher,17624,1,Studio,6148,73776,New Caledonia,Within 3 months,Yes
T00578,35,IT Professional,30406,5,3BR,10868,130416,Comoros,Immediate,No
T00579,46,IT Professional,39340,1,Studio,17624,211488,Greenland,Within 1 month,Yes
T00580,22,Finance Professional,36365,2,2BR,15507,186084,Trinidad and Tobago,Within 1 month,No
T00581,22,Healthcare Worker,17426,3,3BR,7664,91968,Mali,Immediate,No
T00582,23,Teacher,14148,1,1BR,4617,55404,French Southern Territories,Within 3 months,No
T00583,42,Engineer,25461,2,2BR,10538,126456,Costa Rica,Within 3 months,No
T00584,47,Finance Professional,37378,4,2BR,14080,168960,Equatorial Guinea,Within 1 month,No
T00585,44,Manager,42247,1,1BR,16706,200472,United Arab Emirates,Within 1 month,No
T00586,45,Sales & Marketing,27286,1,Studio,9976,119712,Central African Republic,Within 3 months,No
T00587,41,Consultant,25683,3,3BR,9325,111900,Comoros,Flexible,No
T00588,37,Healthcare Worker,16398,2,2BR,5065,60780,Bolivia,Within 1 month,No
T00589,34,Entrepreneur,70357,2,2BR,30489,365868,Estonia,Immediate,No
T00590,39,IT Professional,29187,2,2BR,10655,127860,Montenegro,Within 3 months,No
T00591,29,Teacher,13285,2,2BR,4768,57216,Falkland Islands (Malvinas),Within 1 month,No
T00592,22,Sales & Marketing,35000,2,1BR,10617,127404,Seychelles,Within 1 month,No
T00593,48,Hospitality,11458,2,1BR,3999,47988,Grenada,Immediate,No
T00594,35,Teacher,13003,2,2BR,3400,40800,Chad,Flexible,Yes
T00595,49,Engineer,24086,4,3BR,8398,100776,Saint Vincent and the Grenadines,Flexible,Yes
T00596,40,Hospitality,8590,2,2BR,2403,28836,Bolivia,Immediate,No
T00597,36,Teacher,17339,3,3BR,6867,82404,Chile,Immediate,No
T00598,53,Hospitality,16922,2,2BR,6727,80724,Guatemala,Immediate,No
T00599,42,Finance Professional,44003,1,1BR,13884,166608,Russian Federation,Within 1 month,No
T00600,35,Healthcare Worker,25588,2,2BR,11163,133956,Trinidad and Tobago,Immediate,Yes
T00601,40,Teacher,12812,2,1BR,5446,65352,Venezuela,Within 1 month,No
T00602,22,Entrepreneur,35450,2,1BR,14265,171180,Mexico,Within 1 month,No
